period,series_reference, region_name, filled jobs,filled jobs revised, filled jobs diff, filled jobs % diff, total_earnings, total earnings revised, earnings diff, earnings % diff
2020.09, BDCQ.SED1RA, Northland, 65520, 65904, 384, 0.6, 953, 959, 6, 0.6
